gene	zcount_L-brain-1_S70	zcount_L-brain-2_S71	zcount_L-brain-3_S72	zcount_L-ovary-1_S64	zcount_L-ovary-2_S65	zcount_L-ovary-3_S66	zcount_N-brain-1_S67	zcount_N-brain-2_S68	zcount_N-brain-3_S69	zcount_N-ovary-1_S61	zcount_N-ovary-2_S62	zcount_N-ovary-3_S63
pdlim3b_1	0.236996379126682	7.97643752530616	22.8938070219081	0	0.257246728326469	0.816847679534922	7.63840182310024	14.9003167981506	52.1905079665365	0	0.236102864489212	1.92443356666936
pdlim4	0	0	0	0	0	0	0	0	0	0	0	0
pdlim5a	0	0	0	0	0	0	0	0	0	0	0	0
pdlim5b	0	0	0	0	0	0	0	0	0	0	0	0
pdlim7	0	0	0	0	0	0	0	0	0	0	0	0
pdp1	0	0	0	0	0	0	0	0	0	0	0	0
pdp2	0	0	0	0	0	0	0	0	0	0	0	0
pdp2_1	125.206503739177	11.8575652285917	49.6032485474675	131.016642433697	98.5457432193226	132.172383442524	25.9128066785822	31.4847173084916	10.9938338540621	102.382801796363	94.2258112387201	111.54420103429
pdpk1a	0	0	0	0	0	0	0	0	0	0	0	0
pdpk1b	0	0	0	0	0	0	0	0	0	0	0	0
pdrg1	0	0	0	0	0	0	0	0	0	0	0	0
pds5a	0	0	0	0	0	0	0	0	0	0	0	0
pds5a_1	101.397282552137	148.414445707646	140.943151159104	179.867880362191	235.013811526066	240.42490060179	174.760801159012	183.419731933932	109.293514553712	308.912722836123	143.147398568577	221.282095761994
pds5b	0	0	0	0	0	0	0	0	0	0	0	0
pdss1	0	0	0	0	0	0	0	0	0	0	0	0
pdss2	0	0	0	0	0	0	0	0	0	0	0	0
pdx1	0	0	0	0	0	0	0	0	0	0	0	0
pdx1_1	11.6230895683609	2.13376902752775	2.1488771933921	15.5592227074287	22.9386071829017	19.3020811783243	1.81630349006571	2.31070679588335	4.49051903683196	17.8963710737009	8.21075412860858	8.79455718847499
pdxdc1	0	0	0	0	0	0	0	0	0	0	0	0
pdxka	0	0	0	0	0	0	0	0	0	0	0	0
pdxkb	0	0	0	0	0	0	0	0	0	0	0	0
pdxp	0	0	0	0	0	0	0	0	0	0	0	0
pdyn	0	0	0	0	0	0	0	0	0	0	0	0
pdzd11	0	0	0	0	0	0	0	0	0	0	0	0
pdzd11_1	117.882243724303	263.142811247931	200.803512192158	148.797964895778	165.13823109109	147.587926263646	255.021827293194	217.027468407157	150.642825920622	150.25799073999	146.546325287607	134.378293788957
pdzd2	0	0	0	0	0	0	0	0	0	0	0	0
pdzd2_1	0.0584504299992915	9.7377846633206	11.5897754968621	1.2024344235	0.761337296814432	1.46057911345698	12.8730396509463	12.7821424355404	10.0489961253591	2.12137284961779	3.75583902706927	4.4495920896842
pdzd3a	0	0	0	0	0	0	0	0	0	0	0	0
pdzd3b	0	0	0	0	0	0	0	0	0	0	0	0
pdzd4	0	0	0	0	0	0	0	0	0	0	0	0
pdzd4_1	7.01055157416652	146.987929724486	155.11328554431	0.168678513168086	0.22546885569887	0.268478212701431	227.289294292767	189.081308990087	85.3675744265237	0.114225685135706	0.206936908507732	0.26354795462815
pdzd7a	0	0	0	0	0	0	0	0	0	0	0	0
pdzd7a_1	7.277810787365	3.7491533182695	6.98504356329705	10.9353750458807	0.403044350755711	26.4919790719575	8.93577536882312	3.8570408711494	2.00838829684103	0.653401350176847	11.4674255210523	18.543043510619
pdzd7b	0	0	0	0	0	0	0	0	0	0	0	0
pdzd8	0	0	0	0	0	0	0	0	0	0	0	0
pdzd8_1	9.60985918484848	70.9974799549773	71.3810111229624	13.5517229254987	11.7539351976964	12.1985857471928	96.4935319208765	59.9701273655923	19.1974694635668	17.8383474013821	13.6365829817177	8.46943405327176
pdzk1	0	0	0	0	0	0	0	0	0	0	0	0
pdzk1ip1	0	0	0	0	0	0	0	0	0	0	0	0
pdzph1	0	0	0	0	0	0	0	0	0	0	0	0
pdzrn3a	0	0	0	0	0	0	0	0	0	0	0	0
pdzrn3b	0	0	0	0	0	0	0	0	0	0	0	0
pdzrn3b_1	5.92415996400156	20.1878033610121	23.3427051988083	21.0868946210308	18.6480284883238	33.6268961408543	35.3231394111641	34.8169875341765	33.4732290183859	25.1657932972109	25.7467112303144	25.5556500520071
pdzrn4	0	0	0	0	0	0	0	0	0	0	0	0
pea15	0	0	0	0	0	0	0	0	0	0	0	0
peak1	0	0	0	0	0	0	0	0	0	0	0	0
pear1	0	0	0	0	0	0	0	0	0	0	0	0
pebp1	0	0	0	0	0	0	0	0	0	0	0	0
pebp4	0	0	0	0	0	0	0	0	0	0	0	0
pecam1	0	0	0	0	0	0	0	0	0	0	0	0
pecr	0	0	0	0	0	0	0	0	0	0	0	0
pef1	0	0	0	0	0	0	0	0	0	0	0	0
peli1a	0	0	0	0	0	0	0	0	0	0	0	0
peli1b	0	0	0	0	0	0	0	0	0	0	0	0
peli1b_1	62.760152250214	77.9622912195665	102.97750429445	119.719574721049	173.651069276971	114.94105727678	88.0207933540958	72.0541889611051	36.5910059102618	66.2629211350397	62.7508946509106	58.7219520273969
peli2	0	0	0	0	0	0	0	0	0	0	0	0
peli3	0	0	0	0	0	0	0	0	0	0	0	0
peli3_1	13.4389446256799	178.885015549436	139.422574510876	2.22849260080546	2.75974928610009	3.12970077836286	128.510515498248	99.9482245619575	82.5585112231768	1.8641702688409	1.4473813657622	2.08911492927731
pelo	0	0	0	0	0	0	0	0	0	0	0	0
pelp1	0	0	0	0	0	0	0	0	0	0	0	0
pemt	0	0	0	0	0	0	0	0	0	0	0	0
penka	0	0	0	0	0	0	0	0	0	0	0	0
penkb	0	0	0	0	0	0	0	0	0	0	0	0
peo1	0	0	0	0	0	0	0	0	0	0	0	0
pepd	0	0	0	0	0	0	0	0	0	0	0	0
per1a	0	0	0	0	0	0	0	0	0	0	0	0
per1b	0	0	0	0	0	0	0	0	0	0	0	0
per2	0	0	0	0	0	0	0	0	0	0	0	0
per3	0	0	0	0	0	0	0	0	0	0	0	0
perp	0	0	0	0	0	0	0	0	0	0	0	0
pes	0	0	0	0	0	0	0	0	0	0	0	0
pes_1	561.819697228822	191.383066480819	189.126894617802	488.326663962666	520.479024834029	432.165944474817	90.0010020600009	64.5724190312945	177.351831890446	446.478265730417	417.410710986422	590.399305655471
pet100	0	0	0	0	0	0	0	0	0	0	0	0
pet117	0	0	0	0	0	0	0	0	0	0	0	0
pet117_1	0	0	0	0	0	0	0	0	0	0	0	0
pex1	0	0	0	0	0	0	0	0	0	0	0	0
pex10	0	0	0	0	0	0	0	0	0	0	0	0
pex11a	0	0	0	0	0	0	0	0	0	0	0	0
pex11a_1	13.8164472949257	15.0924767171373	20.334250957347	44.3535435758653	59.0671509556736	45.2187764875463	10.6768937560436	21.2030072864493	11.4718266303256	67.5794804447175	44.55305047234	63.7224578470698
pex11b	0	0	0	0	0	0	0	0	0	0	0	0
pex11g	0	0	0	0	0	0	0	0	0	0	0	0
pex12	0	0	0	0	0	0	0	0	0	0	0	0
pex13	0	0	0	0	0	0	0	0	0	0	0	0
pex14	0	0	0	0	0	0	0	0	0	0	0	0
pex16	0	0	0	0	0	0	0	0	0	0	0	0
pex19	0	0	0	0	0	0	0	0	0	0	0	0
pex2	0	0	0	0	0	0	0	0	0	0	0	0
pex2_1	39.6988084292696	28.0606309435859	35.0524188585227	53.6073343426843	71.0060155952566	58.7987140408693	26.8714415272253	30.6796800685963	17.4683102533847	88.7325207833936	57.4388927618987	50.4498350451495
pex26	0	0	0	0	0	0	0	0	0	0	0	0
pex3	0	0	0	0	0	0	0	0	0	0	0	0
pex5	0	0	0	0	0	0	0	0	0	0	0	0
pex5_1	50.2954807272197	173.441295595562	160.213436984573	84.8907570002559	89.6131456873683	88.8846835705027	175.302427183311	154.398654206018	102.791724008082	85.9378171047149	88.8520410669609	87.4767296514058
pex5_2	5.83392219331547	46.4096777236839	10.11164749552	17.3226911127918	29.8390667117469	17.0609846784855	33.806968622567	14.0142753426432	8.36676823321599	14.0961351585788	10.1268431344901	17.4056262075618
pex5la	0	0	0	0	0	0	0	0	0	0	0	0
pex5la_1	1.07069345532997	9.97910411185683	10.8872413273372	0.71339797479179	1.43037505500697	0.141935544738041	10.2640632681659	12.3825599842711	1.43188871663378	0.0905810084904853	0.57435364432198	0.585182138018171
pex5la_2	1.78613678707392	32.7796223298175	29.7276809084132	0.437864948690211	0.146321109721676	0.203271392906719	34.1782935384501	34.5458647700608	11.3274735195073	0.296513307010305	0.40288364441337	0.205239676583476
pex5la_3	2.04529703808847	35.9101098569774	33.015876016745	0.701259615743342	0.296007881888544	0.264354693784558	37.1349316991321	37.5522652978969	12.1162415738298	0.299923490625651	0.475436718825852	0.242200148258212
pex5la_4	2.49134628306848	39.7424459284486	32.7941022316445	0.775980164862889	0.407485416623242	0.205848948829016	38.1315194154008	38.155794348639	13.1851839588976	0.300273204650575	0.543989809334712	0.277122921420977
pex5lb	0	0	0	0	0	0	0	0	0	0	0	0
pex6	0	0	0	0	0	0	0	0	0	0	0	0
pex7	0	0	0	0	0	0	0	0	0	0	0	0
pfas	0	0	0	0	0	0	0	0	0	0	0	0
pfdn1	0	0	0	0	0	0	0	0	0	0	0	0
pfdn2	0	0	0	0	0	0	0	0	0	0	0	0
pfdn2_1	392.173319780875	328.148024565677	311.605981039173	466.4560942169	579.706486287577	505.285459060771	319.464956044487	339.619603698555	279.547190758465	517.013726462658	421.542440869636	457.932112226997
pfdn4	0	0	0	0	0	0	0	0	0	0	0	0
pfdn5	0	0	0	0	0	0	0	0	0	0	0	0
pfdn5_1	522.135534545289	144.641412805154	498.942042153903	678.781806031523	657.641404303896	391.306360011833	466.465227448664	596.466221119009	717.631828557844	408.818914265202	746.815920823383	714.576593705856
pfdn5_2	55.4863560609388	15.6867417796258	282.667990774763	85.549265103148	44.8092102095721	330.850409423761	367.203195636129	103.138562102509	73.3140595321394	363.947880989032	88.0012443468301	64.2040288747343
pfdn5_3	434.949799203161	646.623202051486	105.707207730786	394.370363786984	1205.62966675672	34.1059117553964	7.64468857357192	315.474018135401	416.664960720497	9.53784470883148	447.930856688718	449.15329108499
pfdn6	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb1	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb2a	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb2b	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb3	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb4a	0	0	0	0	0	0	0	0	0	0	0	0
pfkfb4b	0	0	0	0	0	0	0	0	0	0	0	0
pfkla	0	0	0	0	0	0	0	0	0	0	0	0
pfklb	0	0	0	0	0	0	0	0	0	0	0	0
pfkma	0	0	0	0	0	0	0	0	0	0	0	0
pfkmb	0	0	0	0	0	0	0	0	0	0	0	0
pfkmb_1	1.65202229074121	15.2171353249212	0.442063856345793	0.188283553874216	0.283133792335557	1.1238101198206	1.12094184942043	15.2113665345043	109.846193521845	0.573758203798998	0.346482926276036	0.176507646107438
pfkmb_2	0.0863712366570128	7.26735547307495	0	0.0935167116531289	0.0937512975236262	2.00942721313847	1.48466563407806	2.36099514002098	18.0192974757205	1.04490589395904	0.0860456031410333	0
pfkmb_3	0.258731958648797	31.0584555957741	0	0.0933789338090726	0.655292218455197	0.891762991580667	0	5.65804006594199	39.817288705225	0.284554483025911	0.257756497365018	0.0875386907858804
pfkpa	0	0	0	0	0	0	0	0	0	0	0	0
pfkpb	0	0	0	0	0	0	0	0	0	0	0	0
pfkpb_1	1.79802907389095	61.0652670523752	4.77853284436337	1.7697996878997	2.48393490136944	0.492959734002053	12.8193622592037	31.0538023601734	31.4175320789831	0.629198132624485	1.05846603542738	2.98639847728166
pfn1	0	0	0	0	0	0	0	0	0	0	0	0
pfn2	0	0	0	0	0	0	0	0	0	0	0	0
pfn2l	0	0	0	0	0	0	0	0	0	0	0	0
pgam1a	0	0	0	0	0	0	0	0	0	0	0	0
pgam1b	0	0	0	0	0	0	0	0	0	0	0	0
pgam2	0	0	0	0	0	0	0	0	0	0	0	0
pgam5	0	0	0	0	0	0	0	0	0	0	0	0
pgap1	0	0	0	0	0	0	0	0	0	0	0	0
pgap1_1	11.4343637129795	111.701575617812	55.5718243414185	16.8039231923414	7.86150198857109	19.5223448703532	105.172121363067	98.0476929396667	51.0945822006405	15.7267453033791	21.8574647751402	11.4175208797954
pgap2	0	0	0	0	0	0	0	0	0	0	0	0
pgap3	0	0	0	0	0	0	0	0	0	0	0	0
pgap3_1	0.638887919719405	13.9767208151477	52.3777822315687	1.55642172416418	0.346739109940725	1.92677986073108	52.5080206087823	54.1392612721701	13.5757028453201	3.16193214767537	1.59119802261488	1.45907770078649
pgbd5	0	0	0	0	0	0	0	0	0	0	0	0
pgd	0	0	0	0	0	0	0	0	0	0	0	0
pgd_1	90.6954502224996	58.637549275744	63.4502767699532	210.177254940979	179.320110429139	157.78910843508	65.57766147061	64.1754610381745	115.764697529996	232.10936495645	27.943116641785	266.012065419976
pgfa	0	0	0	0	0	0	0	0	0	0	0	0
pgfb	0	0	0	0	0	0	0	0	0	0	0	0
pgfb_1	0.267602768659614	1.80130749142914	3.40136561468349	0.579482983523731	2.32374644650561	1.38350658408086	4.59991832455499	7.315037513825	4.13547644077699	0	1.86615704092273	0
pgghg	0	0	0	0	0	0	0	0	0	0	0	0
pggt1b	0	0	0	0	0	0	0	0	0	0	0	0
pgk1	0	0	0	0	0	0	0	0	0	0	0	0
pgls	0	0	0	0	0	0	0	0	0	0	0	0
pglyrp2	0	0	0	0	0	0	0	0	0	0	0	0
pglyrp5	0	0	0	0	0	0	0	0	0	0	0	0
pglyrp5_1	0.581023381084768	1.95551371588151	0.492339935955013	0	0.840892531303726	0.166882859259823	0.416142321545246	1.05883504128981	4.86363156677401	0	0	0
pglyrp6	0	0	0	0	0	0	0	0	0	0	0	0
pgm1	0	0	0	0	0	0	0	0	0	0	0	0
pgm2	0	0	0	0	0	0	0	0	0	0	0	0
pgm2_1	9.98923488902061	102.861610496477	80.1108838907806	4.37775996948477	1.80712887060016	5.63579264930519	93.0087599270419	76.0667308763671	116.00835781287	7.97807528463455	13.2687651462256	14.3638587671692
pgm2l1	0	0	0	0	0	0	0	0	0	0	0	0
pgm3	0	0	0	0	0	0	0	0	0	0	0	0
pgm5	0	0	0	0	0	0	0	0	0	0	0	0
pgm5_1	0	4.16235225792384	3.84250516917002	0	0	0.47361825550499	5.31460633888946	5.2587564286594	2.38900212522878	0.453383463271919	0.684476614188208	0.278952518173316
pgp	0	0	0	0	0	0	0	0	0	0	0	0
pgp_1	42.6983829405413	64.4364775426673	37.1149012661051	67.2583742273684	114.969918396505	86.6387088805539	47.9440016548287	70.0307267867659	27.9372719114989	156.179401858672	76.2928907906646	71.7196769606591
pgpep1	0	0	0	0	0	0	0	0	0	0	0	0
pgpep1l	0	0	0	0	0	0	0	0	0	0	0	0
pgpep1l_1	0	0	1.96664862082471	0	0	0	0.554092584524452	0	0.996294572048419	0	0	0
pgpep1l_2	0	0	1.87378483495155	0	0	0	0	0	0.949250232339943	0.270222253030902	0	0
pgr	0	0	0	0	0	0	0	0	0	0	0	0
pgrmc1	0	0	0	0	0	0	0	0	0	0	0	0
pgrmc2	0	0	0	0	0	0	0	0	0	0	0	0
pgrmc2_1	405.628207363549	580.629323951939	606.355050718977	739.716856524541	792.766015837997	766.04730852847	572.241395616675	564.077537054291	320.383349482438	708.328100915274	760.797126232116	704.020092490965
pgs1	0	0	0	0	0	0	0	0	0	0	0	0
phactr1	0	0	0	0	0	0	0	0	0	0	0	0
phactr2	0	0	0	0	0	0	0	0	0	0	0	0
phactr3a	0	0	0	0	0	0	0	0	0	0	0	0
phactr3b	0	0	0	0	0	0	0	0	0	0	0	0
phactr4a	0	0	0	0	0	0	0	0	0	0	0	0
phactr4b	0	0	0	0	0	0	0	0	0	0	0	0
phax	0	0	0	0	0	0	0	0	0	0	0	0
phb	0	0	0	0	0	0	0	0	0	0	0	0
phb2a	0	0	0	0	0	0	0	0	0	0	0	0
phb2b	0	0	0	0	0	0	0	0	0	0	0	0
phb2b_1	80.9961210172573	196.604971221236	170.543663769071	90.708726980654	92.3571482494806	112.653626903742	98.0918117559388	77.3804195426457	167.841172370371	86.5604397159989	50.3705909892666	87.3606770960223
phb2b_2	28.8187597018045	53.4566340332336	54.1126347790555	48.0454204433793	41.0565778409045	60.9516886692967	212.15313863578	187.991348694454	52.1905079665365	121.197326016907	111.577920978247	50.8575307118893
phc1	0	0	0	0	0	0	0	0	0	0	0	0
phc2a	0	0	0	0	0	0	0	0	0	0	0	0
phc2a_1	296.538399389881	86.8322896679961	134.858831988428	385.408090856865	428.689198507381	434.232661534404	54.6217066000876	109.666443330916	71.5276160726723	321.416630515204	400.680808624843	398.694990766914
phc2b	0	0	0	0	0	0	0	0	0	0	0	0
phc3	0	0	0	0	0	0	0	0	0	0	0	0
phex	0	0	0	0	0	0	0	0	0	0	0	0
phf1	0	0	0	0	0	0	0	0	0	0	0	0
phf10	0	0	0	0	0	0	0	0	0	0	0	0
phf11	0	0	0	0	0	0	0	0	0	0	0	0
phf11_1	2.0361080224101	22.6142407891376	10.3519823055584	3.08637676007205	11.1609289244529	7.63184338501128	14.2184975385361	22.819736592041	40.1186165586246	9.8530082731233	14.0975993852315	4.03001490167955
phf12a	0	0	0	0	0	0	0	0	0	0	0	0
phf12b	0	0	0	0	0	0	0	0	0	0	0	0
phf12b_1	21.4513832296497	102.195146791968	46.7230599221308	86.3616575445046	180.426105979184	90.553977091565	59.2919579737666	89.6092095443562	41.4381409489146	90.935657488459	113.775380882063	114.284867032575
phf13	0	0	0	0	0	0	0	0	0	0	0	0
phf14	0	0	0	0	0	0	0	0	0	0	0	0
phf19	0	0	0	0	0	0	0	0	0	0	0	0
phf2	0	0	0	0	0	0	0	0	0	0	0	0
phf20a	0	0	0	0	0	0	0	0	0	0	0	0
phf20a_1	3.6418949531672	38.9349400594816	43.4312066422017	8.11832862324533	17.1493896244357	11.3986871181944	44.0744404310525	38.3570985828999	29.7958618217006	15.4913621403047	9.23047712944969	6.90388341180822
phf20b	0	0	0	0	0	0	0	0	0	0	0	0
phf20b_1	22.4458709267016	381.038146570853	252.485696392157	25.9304844021993	39.5559700273069	35.4656925426234	316.661274687877	282.127733645614	169.831941501911	32.5536754208667	34.2390446682469	27.781373481376
phf20b_2	22.2385187703348	328.174337774622	230.742408341684	23.6292942279782	37.474076867975	28.2742863721418	293.605036959987	257.613370049084	167.328522552885	29.7030908831376	29.7977809556236	26.3081188270606
phf20l1	0	0	0	0	0	0	0	0	0	0	0	0
phf21aa	0	0	0	0	0	0	0	0	0	0	0	0
phf21ab	0	0	0	0	0	0	0	0	0	0	0	0
phf21b	0	0	0	0	0	0	0	0	0	0	0	0
phf23a	0	0	0	0	0	0	0	0	0	0	0	0
phf23a_1	306.234638939151	151.433448421616	187.130686677113	378.131584101637	580.082293079893	426.336294993655	152.578990177232	161.062304736588	106.427702519996	402.440941743813	400.21750264887	405.432871707429
phf23b	0	0	0	0	0	0	0	0	0	0	0	0
phf24	0	0	0	0	0	0	0	0	0	0	0	0
phf3	0	0	0	0	0	0	0	0	0	0	0	0
phf5a	0	0	0	0	0	0	0	0	0	0	0	0
phf5a_1	437.469958230582	3.24309476337551	53.889949039224	359.419551123323	2.09184993898396	2.07573432968236	174.951883293099	68.4844047076209	0.930694929444409	741.302485980846	3.83982930231015	2.9341672281934
phf6	0	0	0	0	0	0	0	0	0	0	0	0
phf6_1	328.026136568914	247.027688347608	297.788497242378	628.986658330007	871.446153712434	754.686081362205	230.844850614735	275.871623445147	165.413186710522	678.828068561433	690.801318030384	687.764799423487
phf8	0	0	0	0	0	0	0	0	0	0	0	0
phgdh	0	0	0	0	0	0	0	0	0	0	0	0
phip	0	0	0	0	0	0	0	0	0	0	0	0
phip_1	0	8.95305169378025	8.91398424710495	0.163648208941152	0.721858363917393	0.260471697450459	17.5369659207352	9.50265491645547	2.5109298522501	0.0997373381636134	0.120459401040713	0.613652325028829
phka1a	0	0	0	0	0	0	0	0	0	0	0	0
phka1b	0	0	0	0	0	0	0	0	0	0	0	0
phka2	0	0	0	0	0	0	0	0	0	0	0	0
phkb	0	0	0	0	0	0	0	0	0	0	0	0
phkb_1	5.20338716838137	162.479047645113	85.2441012074997	54.7736616370811	9.72710221627542	38.1104822929682	100.62321334964	215.330772494154	39.0891870366651	29.8852467543386	71.276831424132	34.4764649312725
phkg1a	0	0	0	0	0	0	0	0	0	0	0	0
phkg1a_1	6.32151742820503	184.295574471966	117.049913026275	0.924931796029306	0.278175593856131	0.883304094177858	112.333831758446	121.661536906785	111.883044440485	0.281855316094619	0.595726891939946	1.04050001671069
phkg1b	0	0	0	0	0	0	0	0	0	0	0	0
phkg2	0	0	0	0	0	0	0	0	0	0	0	0
phlda1	0	0	0	0	0	0	0	0	0	0	0	0
phlda2	0	0	0	0	0	0	0	0	0	0	0	0
phlda2_1	14.3620324910417	81.1377552957539	43.0293240411767	8.05278242437826	20.8784036900234	13.7012106948497	56.2079285961847	49.7751046600633	211.048582050879	8.46183375044195	12.5193996447445	10.9332277221401
phlda3	0	0	0	0	0	0	0	0	0	0	0	0
phldb1a	0	0	0	0	0	0	0	0	0	0	0	0
phldb1b	0	0	0	0	0	0	0	0	0	0	0	0
phldb2a	0	0	0	0	0	0	0	0	0	0	0	0
phldb2b	0	0	0	0	0	0	0	0	0	0	0	0
phldb3	0	0	0	0	0	0	0	0	0	0	0	0
phlpp1	0	0	0	0	0	0	0	0	0	0	0	0
phlpp2	0	0	0	0	0	0	0	0	0	0	0	0
pho	0	0	0	0	0	0	0	0	0	0	0	0
phospho1	0	0	0	0	0	0	0	0	0	0	0	0
phospho2	0	0	0	0	0	0	0	0	0	0	0	0
phox2a	0	0	0	0	0	0	0	0	0	0	0	0
phox2ba	0	0	0	0	0	0	0	0	0	0	0	0
phox2bb	0	0	0	0	0	0	0	0	0	0	0	0
phpt1	0	0	0	0	0	0	0	0	0	0	0	0
phrf1	0	0	0	0	0	0	0	0	0	0	0	0
phtf2	0	0	0	0	0	0	0	0	0	0	0	0
phyh	0	0	0	0	0	0	0	0	0	0	0	0
phyhd1	0	0	0	0	0	0	0	0	0	0	0	0
phyhip	0	0	0	0	0	0	0	0	0	0	0	0
phyhipla	0	0	0	0	0	0	0	0	0	0	0	0
phyhipla_1	2.2932031592027	240.638992657474	168.224238515651	2.48291939425173	0	1.76426527496612	245.662829374078	297.309324626256	45.8804278964306	0.990814927779975	1.30546137874972	1.33007370679911
phyhiplb	0	0	0	0	0	0	0	0	0	0	0	0
phykpl	0	0	0	0	0	0	0	0	0	0	0	0
pi15a	0	0	0	0	0	0	0	0	0	0	0	0
pi15b	0	0	0	0	0	0	0	0	0	0	0	0
pi4k2a	0	0	0	0	0	0	0	0	0	0	0	0
pi4k2b	0	0	0	0	0	0	0	0	0	0	0	0
pi4kaa	0	0	0	0	0	0	0	0	0	0	0	0
pi4kab	0	0	0	0	0	0	0	0	0	0	0	0
pi4kb	0	0	0	0	0	0	0	0	0	0	0	0
pi4kb_1	23.8567905918752	172.56404092181	108.560332312161	38.5316225323619	43.277979000806	29.4720390043964	172.189455999385	159.971408619252	88.3502697953077	55.0848785322888	33.811950326316	44.0818779830385
pias1a	0	0	0	0	0	0	0	0	0	0	0	0
pias1b	0	0	0	0	0	0	0	0	0	0	0	0
pias1b_1	48.6348477363547	75.0378591286774	88.3104779277323	93.1907698813354	95.6757318195608	98.9148999856307	89.3487789043531	87.307467226565	33.0524474721644	97.0553843555452	85.6423929874305	77.8892753135131
pias1b_2	28.827003054122	24.8864850789552	66.4706232251647	51.1688778643524	50.7156332575452	63.529440397916	21.183834389398	67.0824092371938	22.9781549948778	45.4935549452822	16.0139334175292	44.8142007960047
pias2	0	0	0	0	0	0	0	0	0	0	0	0
pias2_1	188.269995998826	175.495031334089	193.941501960228	288.288910753701	325.611864203702	283.529452029495	171.420753070816	174.074422120435	39.9103884449985	326.377905303811	297.957846870016	133.903601829032
pias4a	0	0	0	0	0	0	0	0	0	0	0	0
pias4b	0	0	0	0	0	0	0	0	0	0	0	0
pibf1	0	0	0	0	0	0	0	0	0	0	0	0
pibf1_1	63.3010486232223	8.27372207349342	7.8115352043256	20.6279211654609	30.018870187388	20.1231819425585	7.92308766532602	11.7597387853486	10.6846709222831	27.712320453219	20.2044561517225	13.0997859715406
picalma	0	0	0	0	0	0	0	0	0	0	0	0
picalma_1	143.816950602265	236.445834257683	268.982878689618	313.456115857038	393.623396588086	231.284406472633	271.896109850396	259.331909401128	204.537162382227	382.205743887008	386.870474783974	285.303340028809
picalmb	0	0	0	0	0	0	0	0	0	0	0	0
pick1	0	0	0	0	0	0	0	0	0	0	0	0
pid1	0	0	0	0	0	0	0	0	0	0	0	0
pid1_1	0.976652440363554	40.6773361431307	38.7929472477588	1.58617604979124	4.90297778973013	2.94542155978286	45.1178120337282	40.0458258056114	7.54648985543245	4.02797404283289	5.71620052941661	8.92182652493426
pidd1	0	0	0	0	0	0	0	0	0	0	0	0
piezo1	0	0	0	0	0	0	0	0	0	0	0	0
pif1	0	0	0	0	0	0	0	0	0	0	0	0
piga	0	0	0	0	0	0	0	0	0	0	0	0
pigb	0	0	0	0	0	0	0	0	0	0	0	0
pigbos1	0	0	0	0	0	0	0	0	0	0	0	0
pigc	0	0	0	0	0	0	0	0	0	0	0	0
pigf	0	0	0	0	0	0	0	0	0	0	0	0
pigh	0	0	0	0	0	0	0	0	0	0	0	0
pigk	0	0	0	0	0	0	0	0	0	0	0	0
pigl	0	0	0	0	0	0	0	0	0	0	0	0
pigl_1	15.4486074404078	27.526448567279	20.4059935809763	22.1382365552202	30.5780832930779	21.9249102910615	26.6853282492578	30.2230285378766	0.87771876269725	27.984258473001	24.7452906461293	1.22984499603449
pigm	0	0	0	0	0	0	0	0	0	0	0	0
pign	0	0	0	0	0	0	0	0	0	0	0	0
pigo	0	0	0	0	0	0	0	0	0	0	0	0
pigp	0	0	0	0	0	0	0	0	0	0	0	0
pigq	0	0	0	0	0	0	0	0	0	0	0	0
pigr	0	0	0	0	0	0	0	0	0	0	0	0
pigrl2.3	0	0	0	0	0	0	0	0	0	0	0	0
pigrl2.4	0	0	0	0	0	0	0	0	0	0	0	0
pigrl2.6	0	0	0	0	0	0	0	0	0	0	0	0
pigrl3.5	0	0	0	0	0	0	0	0	0	0	0	0
pigrl3.9	0	0	0	0	0	0	0	0	0	0	0	0
pigrl4.2	0	0	0	0	0	0	0	0	0	0	0	0
pigs	0	0	0	0	0	0	0	0	0	0	0	0
pigt	0	0	0	0	0	0	0	0	0	0	0	0
pigt_1	6.58955064729432	14.0962084575527	11.6407337397348	2.29761617006488	1.81845767412271	1.9728634511448	13.198847446292	12.8226867938502	10.5716999998994	2.9480197335191	2.50348994876946	2.43732517428992
pigu	0	0	0	0	0	0	0	0	0	0	0	0
pigv	0	0	0	0	0	0	0	0	0	0	0	0
pigw	0	0	0	0	0	0	0	0	0	0	0	0
pigx	0	0	0	0	0	0	0	0	0	0	0	0
pih1d1	0	0	0	0	0	0	0	0	0	0	0	0
pih1d2	0	0	0	0	0	0	0	0	0	0	0	0
pih1d3	0	0	0	0	0	0	0	0	0	0	0	0
pih1d3_1	5.2457772878794	18.4578988111056	11.5168438582715	7.22878467226651	5.43518851254336	2.67097545721653	10.7591012237396	8.47337593887571	9.21217384338051	11.0141709774083	9.26427247912252	5.32452749556073
pih1d3_2	4.53044402135038	8.82769073574617	10.9106941815204	4.130734098438	11.129195525684	5.7528702155433	8.70974860969393	9.77697223716427	6.44852169036635	12.5876239741809	3.56318172273943	2.17821579363848
pik3ap1	0	0	0	0	0	0	0	0	0	0	0	0
